"…Ë±∏±‡¬Î","≤ ¡Â∑—","∂Ã–≈∑—","±æµÿ”Ô“ÙÕ®ª∞∑—","≥§Õæ”Ô“ÙÕ®ª∞∑—"," °ƒ⁄”Ô“Ù¬˛”Œ∑—"," °º ”Ô“Ù¬˛”Œ∑—","π˙º ”Ô“Ù≥§Õæ∑—","…œÕ¯º∞ ˝æ›Õ®–≈∑—","◊€∫œ‘ˆ÷µ∑˛ŒÒ∑—","¿¥µÁœ‘ æ∑—","◊‹∑—”√","…œÕ¯¥Œ ˝","…œÕ¯ ±≥§"," «∑Ò—”≥ŸΩ…∑—","÷˜Ω–¥Œ ˝","±ªΩ–¥Œ ˝","±æµÿÕ®ª∞¥Œ ˝"," °ƒ⁄¬˛”ŒÕ®ª∞¥Œ ˝"," °º ¬˛”ŒÕ®ª∞¥Œ ˝","π˙º ¬˛”ŒÕ®ª∞¥Œ ˝","÷˜Ω–Õ®ª∞∑÷÷” ˝","±ªΩ–Õ®ª∞∑÷÷” ˝","±æµÿÕ®ª∞∑÷÷” ˝","≥§Õæ”Ô“ÙÕ®ª∞∑÷÷” ˝"," °ƒ⁄¬˛”ŒÕ®ª∞∑÷÷” ˝"," °º ¬˛”ŒÕ®ª∞∑÷÷” ˝","π˙º ¬˛”ŒÕ®ª∞∑÷÷” ˝","»∫ƒ⁄Õ®ª∞¥Œ ˝","»∫ƒ⁄Õ®ª∞∑÷÷” ˝","»∫Õ‚Õ®ª∞¥Œ ˝","»∫Õ‚Õ®ª∞∑÷÷” ˝","√¶ ±Õ®ª∞¥Œ ˝","√¶ ±Õ®ª∞∑÷÷” ˝","œ– ±Õ®ª∞¥Œ ˝","œ– ±Õ®ª∞∑÷÷” ˝","∫Ù◊™¥Œ ˝","≤¶¥ÚÀ˚Õ¯øÕ∑˛¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞¥Œ ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞¥Œ ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞∑÷÷” ˝","≤¶¥ÚπÃª∞Õ®ª∞¥Œ ˝","≤¶¥ÚπÃª∞Õ®ª∞∑÷÷” ˝","÷˜Ω–Õ®ª∞¡™œµ»À ˝¡ø","±ªΩ–Õ®ª∞¡™œµ»À ˝¡ø"
"18863",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,27,708.6833333,"∑Ò",76,14,87,3,0,0,292,39,86,242,3,0,0,0,0,90,286.7,57,162.4,33,124.4,0,0,6,20.9,4,13.7,63,216.2,76,254.6,2,0
"18864",4.94,7.12,0,14.85,3.75,2.52,38.28,38.35,2.32,7.9,216.58,66,3677.316667,"∑Ò",170,125,268,3,0,24,457,241,438,166,7,0,87,0,0,295,546.9,227,436.9,68,110,0,0,3,6.8,9,18.1,110,213.6,170,373.3,20,41
"18865",5.93,2.45,0.72,2.19,0.86,0.58,0,71.15,92.3,5.45,259,8,201.9666667,"∑Ò",197,35,231,1,0,0,355,116,415,55,1,0,0,29,31.2,203,321,182,280.9,50,71.3,0,0,24,44.3,7,7.7,133,181.6,197,253.1,19,12
"18866",5.93,2.45,6.22,5.15,1.4,0.58,0,71.15,92.3,5.45,259,27,805.7,"∑Ò",178,70,242,6,0,0,378,102,286,186,8,0,0,5,3.4,243,352.8,201,320.8,47,35.5,0,0,7,12.1,27,26.9,128,235.4,178,290.2,23,21
"18867",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,34,481.0833333,"∑Ò",136,118,253,1,0,0,214,158,347,23,2,0,0,0,0,254,232.6,187,165.5,67,67.1,0,0,7,6.1,39,32.1,44,50.8,136,139.2,20,28
"18868",0.9,19.02,53.78,17.08,1.25,0.84,0,26.38,14.37,5.28,162.4,18,315.9666667,"∑Ò",189,161,350,0,0,0,787,584,1152,219,0,0,0,0,0,350,1192.2,293,913.1,57,279.1,0,0,28,210.1,35,113.9,117,353.6,189,689.2,16,45
"18869",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,22,1591.866667,"∑Ò",82,39,121,0,0,0,240,84,277,47,0,0,0,1,6.2,120,255.8,83,179.7,38,82.3,0,0,18,30.4,5,10.6,45,143,82,199.4,10,9
"18870",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,10,705.7166667,"∑Ò",75,19,94,0,0,0,275,31,260,46,0,0,0,3,2.9,91,256.7,80,217.8,14,41.8,0,0,11,68.2,20,49.3,38,118.4,75,238.6,6,10
"18871",5.93,2.45,71.76,3.98,0.86,0.58,0.46,71.15,102.3,5.45,284.09,53,843.5166667,"∑Ò",162,40,201,0,0,1,696,59,719,35,0,0,1,2,0.6,200,654,158,401.4,44,253.2,0,0,1,2.1,4,6.1,135,581.7,162,614.6,7,0
"18872",2.2,4.64,1.57,16.24,2.78,8.69,2.02,61.42,7.23,10.32,162.55,424,30584.38333,"∑Ò",293,410,590,1,109,3,509,718,624,346,1,251,5,16,8.6,687,865.7,436,553.8,267,320.5,0,0,82,84.3,26,27,183,247.6,293,361.8,10,74
"18873",1.21,15.54,0,24.02,9.81,6.6,0,138.44,6.68,5.71,410.95,1654,40032.96667,"∑Ò",286,267,478,75,0,0,385,412,625,39,133,0,0,0,0,553,501.4,357,356.3,196,145.1,0,0,16,10.5,65,57.6,185,153.8,286,231.5,21,65
"18874",0.8,3.2,4.69,10.53,1.12,0.75,35.77,23.52,12.82,4.7,118.85,193,42318.36667,"∑Ò",274,317,306,0,239,46,508,656,540,115,0,436,73,0,0,591,849.9,419,659,172,190.9,0,0,55,64.7,8,9.7,187,271.2,274,362.4,21,87
"18875",5.93,2.45,140.75,2.11,87.39,0.58,3.84,1021.05,92.3,5.45,1381.02,205,38286.51667,"∑Ò",109,41,72,72,0,6,1466,328,800,0,986,0,8,0,0,150,1713.2,102,1018.8,48,694.5,0,0,0,0,77,1383.5,26,20.9,109,1410.9,6,0
"18876",5.93,2.45,0,2.11,3.46,0.58,0,71.15,92.3,5.45,259,20,436.2,"∑Ò",128,26,42,112,0,0,338,41,44,16,319,0,0,0,0,154,300.8,113,223.9,41,76.9,0,0,17,57.2,0,0,110,215.4,128,272.8,10,11
"18877",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,27,3709.316667,"∑Ò",31,4,35,0,0,0,97,13,40,70,0,0,0,0,0,35,91.4,23,74.6,12,16.8,0,0,7,13.1,0,0,5,14.1,31,81.3,3,0
"18878",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,11,186,"∑Ò",73,63,128,0,8,0,122,137,243,6,0,10,0,4,7.9,132,183.6,106,160.8,30,30.8,0,0,3,0.6,2,4.8,67,81.8,73,87.7,10,11
"18879",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,22,1349.833333,"∑Ò",10,0,7,0,3,0,63,0,0,54,0,9,0,0,0,10,59.2,8,54.8,2,4.4,0,0,0,0,0,0,1,1.5,10,59.2,0,0
"18880",5.93,2.45,0,22.51,0.86,0.58,0,71.15,92.3,5.45,259,25,1484.183333,"∑Ò",30,0,30,0,0,0,427,0,2,425,0,0,0,0,0,30,412.8,23,362.9,7,50,0,0,2,10.8,0,0,28,402,30,412.8,0,0
"18881",6.3,5.48,0,11.87,4.86,3.27,0.49,45.55,1.82,6.09,194.49,475,9180.733333,"∑Ò",100,52,149,2,0,1,143,66,201,1,6,0,1,0,0,152,122.8,118,100.3,34,22.5,0,0,9,6.1,24,37.9,64,43.2,100,88.5,7,16
"18882",5.93,2.45,0,2.51,0.86,0.58,0,71.15,92.3,5.45,259,64,2983.95,"∑Ò",42,3,45,0,0,0,327,19,55,291,0,0,0,0,0,45,324.1,29,166.1,16,158,0,0,11,54.2,0,0,9,11,42,305.7,3,0
"18883",5.93,2.45,16.61,11.5,0.86,0.58,0,71.15,92.3,5.45,259,21,478.1833333,"∑Ò",158,36,175,4,15,0,455,50,269,184,9,43,0,1,0.1,193,409.4,135,280,59,129.6,0,0,18,46.3,25,68.2,100,225.5,158,382.8,17,19
"18884",5.93,3.17,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259.72,92,3056.9,"∑Ò",132,72,204,0,0,0,200,124,321,3,0,0,0,9,4.8,195,212.8,148,153.1,56,64.5,0,0,56,58.2,12,10.8,25,23.2,132,132.7,22,21
"18885",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,7,622.9833333,"∑Ò",129,11,140,0,0,0,251,18,224,45,0,0,0,1,0.3,139,196.2,96,137.3,44,59.2,0,0,9,22.5,41,38,45,73.3,129,184.3,17,10
"18886",5.93,2.45,0,2.11,0.86,0.58,0,71.15,102.3,5.45,259,36,1784.533333,"∑Ò",83,12,91,4,0,0,281,22,131,155,17,0,0,16,17.6,79,235.9,41,165.8,54,87.7,0,0,10,12.3,5,4.6,51,202,83,238.1,18,10
"18887",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,22,1372.85,"∑Ò",39,2,36,5,0,0,85,2,47,31,9,0,0,1,0.2,40,69,25,46.6,16,22.6,0,0,0,0,6,19.5,26,44.3,39,68,3,0
"18888",1.9,4.01,0,7.76,3.18,4.91,7.84,40.28,9.38,8.9,137.24,1379,0,"∑Ò",222,188,276,21,104,9,494,421,451,200,71,177,16,0,0,410,697.2,297,469.3,113,227.9,0,0,8,12.2,21,26.2,185,324.4,222,375.6,8,45
"18889",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,13,258.7833333,"∑Ò",122,45,167,0,0,0,342,72,179,235,0,0,0,54,60.4,113,264.5,110,227.1,57,97.8,0,0,24,32.2,30,63.6,28,94.9,122,275.5,11,10
"18890",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,1,23.33333333,"∑Ò",16,2,18,0,0,0,75,29,51,53,0,0,0,1,2.9,17,94,11,64.3,7,32.6,0,0,0,0,1,8.7,5,36.6,16,68.7,2,0
"18891",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,14,152.7333333,"∑Ò",26,2,28,0,0,0,162,5,9,158,0,0,0,0,0,28,152,20,135.8,8,16.2,0,0,6,13.8,1,0.6,5,16.9,26,148.4,4,0
"18892",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,39,3613.05,"∑Ò",65,18,83,0,0,0,146,31,137,40,0,0,0,3,1.5,80,135,45,87.8,38,48.7,0,0,12,24.5,12,32.3,35,56.4,65,115.6,8,10
"18893",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,8,31.43333333,"∑Ò",6,0,6,0,0,0,8,0,4,4,0,0,0,0,0,6,5.2,2,1.7,4,3.5,0,0,0,0,0,0,5,4.2,6,5.2,1,0
"18894",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,6,929.95,"∑Ò",51,30,80,1,0,0,112,93,158,46,1,0,0,0,0,81,159.4,60,87.8,21,71.6,0,0,10,9.2,2,1.1,29,50.6,51,83,8,16
"18895",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,60,5905.983333,"∑Ò",75,6,77,4,0,0,228,12,153,73,14,0,0,0,0,81,201.1,51,139.6,30,61.4,0,0,6,14.1,4,11.1,24,68.5,75,192.8,13,0
"18896",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,0,0,"∑Ò",16,1,17,0,0,0,92,3,6,89,0,0,0,0,0,17,86,14,68.8,3,17.3,0,0,0,0,2,2,0,0,16,84,0,0
"18897",1.18,2.51,0,6.47,2.66,1.77,0.49,27.09,15.26,5.58,155.49,18,25.2,"∑Ò",610,468,1063,14,0,1,715,699,1357,41,15,0,1,153,85.1,925,669.1,603,521.8,475,232.4,0,0,192,116.8,3,1.7,274,143.2,610,328.4,35,87
"18898",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,0,0,"∑Ò",43,11,48,6,0,0,67,15,69,3,10,0,0,3,1.6,51,54,43,43.4,11,12.2,0,0,12,9.3,1,1.8,28,34.3,43,46.3,10,9
"18899",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,16,1723.7,"∑Ò",52,13,65,0,0,0,84,14,98,0,0,0,0,5,3.1,60,63.5,52,55.3,13,11.4,0,0,6,9.5,5,3.5,33,33.2,52,59,9,11
"18900",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,3,214.8,"∑Ò",97,28,105,20,0,0,143,58,146,22,33,0,0,0,0,125,134,96,104.1,29,29.9,0,0,15,16.7,15,12.5,55,50.2,97,91,12,11
"18901",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,5,424.3166667,"∑Ò",123,54,177,0,0,0,184,94,276,2,0,0,0,2,1.5,175,187.4,135,144.7,42,44.2,0,0,12,12.4,2,3.6,96,94.3,123,122.4,13,16
"18902",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,25,1731.133333,"∑Ò",75,42,116,1,0,0,130,50,128,51,1,0,0,15,7.2,102,107.5,78,76.7,39,38,0,0,25,19.6,11,35.4,34,30.9,75,87.3,11,13
"18903",5.93,2.45,0,2.11,0.86,0.58,0,31.15,92.3,5.45,259,0,0,"∑Ò",116,87,203,0,0,0,231,159,382,8,0,0,0,5,5.4,198,277.9,133,188.4,70,94.9,0,0,5,5.7,15,16.1,75,115.6,116,174.5,8,16
"18904",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,32,470.5,"∑Ò",81,39,117,3,0,0,199,72,241,27,3,0,0,24,58,96,150.7,73,126.7,47,82,0,0,8,17,5,8.6,48,77.2,81,155.7,12,19
"18905",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,8,406.4833333,"∑Ò",71,19,90,0,0,0,101,26,126,1,0,0,0,0,0,90,83.9,64,62.5,26,21.4,0,0,6,3.8,8,6.5,46,48.8,71,64.9,10,14
"18906",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,30,2767.4,"∑Ò",139,10,149,0,0,0,247,17,253,11,0,0,0,7,11.8,142,172,133,169.7,16,14.2,0,0,30,36.2,5,6.2,80,100.6,139,173.1,11,9
"18907",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,12,3032.033333,"∑Ò",40,3,43,0,0,0,70,4,48,26,0,0,0,0,0,43,51.3,26,23.7,17,27.6,0,0,8,4.4,5,5.7,24,33.6,40,48.9,5,0
"18908",5.93,2.45,14.8,2.11,0.86,0.58,0,71.15,92.3,5.45,259,54,964.7,"∑Ò",91,18,109,0,0,0,405,89,491,3,0,0,0,1,5.4,108,434.6,83,368.5,26,71.5,0,0,12,61.5,3,4,49,250.6,91,361.5,17,9
"18909",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,0,0,"∑Ò",40,16,56,0,0,0,227,84,279,32,0,0,0,4,34.3,52,249.9,35,241.1,21,43.2,0,0,1,0.5,0,0,31,181.5,40,209.4,3,9
"18910",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,64,4225.216667,"∑Ò",35,3,36,2,0,0,181,9,126,62,2,0,0,0,0,38,172.1,36,159.3,2,12.8,0,0,3,5.5,2,2.9,28,144.6,35,165,2,0
"18911",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,9,722.7333333,"∑Ò",163,40,200,2,0,1,298,51,304,40,2,0,3,15,10.7,188,234.3,146,145.4,57,99.7,0,0,11,8.6,13,11.1,130,189.1,163,216.4,23,24
"18912",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,0,0,"∑Ò",39,4,42,1,0,0,97,16,88,22,3,0,0,0,0,43,92.7,29,70.8,14,21.9,0,0,2,4.1,0,0,35,70,39,78.1,5,0
"18913",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,21,92.95,"∑Ò",57,12,69,0,0,0,79,20,94,5,0,0,0,1,5.1,68,55.3,38,35.5,31,24.9,0,0,1,0,5,3.5,45,35.3,57,48.1,10,0
"18914",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,7,278.6333333,"∑Ò",123,119,242,0,0,0,215,142,351,6,0,0,0,2,1.2,240,210.3,163,151.1,79,60.3,0,0,13,10.8,17,22.2,76,105.2,123,153.7,22,28
"18915",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,0,0,"∑Ò",81,20,101,0,0,0,261,30,291,0,0,0,0,4,3.7,97,237.1,80,192.1,21,48.7,0,0,0,0,26,49.8,11,14.1,81,220.8,5,13
"18916",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,57,1094.533333,"∑Ò",60,18,78,0,0,0,113,43,154,2,0,0,0,0,0,78,113.8,62,78.4,16,35.5,0,0,1,0.7,7,4.7,47,73.5,60,82.2,11,10
"18917",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,142,19372.86667,"∑Ò",38,2,40,0,0,0,231,2,60,173,0,0,0,0,0,40,210.9,33,183.2,7,27.7,0,0,0,0,2,7.7,21,105.4,38,209.5,6,0
"18918",5.93,2.45,0.2,2.11,0.86,0.58,0,71.15,92.3,5.45,259,7,26.65,"∑Ò",159,115,273,1,0,0,331,239,567,2,1,0,0,7,6.5,267,428.2,229,364.4,45,70.3,0,0,10,39.7,1,5.9,145,207,159,255.8,8,19
"18919",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,9,1286.966667,"∑Ò",20,18,38,0,0,0,72,27,48,51,0,0,0,0,0,38,77.2,35,75.1,3,2.1,0,0,3,1.8,1,0.7,16,57.6,20,60.1,3,14
"18920",5.93,6.45,1.58,3.53,0.86,0.58,0,71.15,92.3,5.45,259,3,223.4833333,"∑Ò",212,91,303,0,0,0,372,147,421,98,0,0,0,27,35.8,276,329,179,245.5,124,119.2,0,0,56,59.5,18,24.7,113,139.7,212,265.3,24,28
"18921",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,18,1886.483333,"∑Ò",75,7,82,0,0,0,188,10,181,17,0,0,0,0,0,82,153,54,105.3,28,47.7,0,0,4,27.9,8,17.8,48,51.2,75,147.5,6,0
"18922",5.93,2.45,1.84,26.07,0.86,0.58,0,71.15,92.3,5.45,259,140,11654.66667,"∑Ò",102,13,115,0,0,0,454,49,79,424,0,0,0,0,0,115,445.2,68,249.2,47,195.9,0,0,4,16.9,12,50.6,78,315.7,102,401.6,7,0
"18923",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,0,0,"∑Ò",42,27,69,0,0,0,115,83,178,20,0,0,0,0,0,69,166,54,136,15,30.1,0,0,14,35,7,26.3,11,10.2,42,94.7,12,9
"18924",5.93,2.45,49.23,6.68,0.86,0.58,0,71.15,102.3,5.45,269,537,22885.85,"∑Ò",286,128,414,0,0,0,601,200,775,26,0,0,0,3,6.1,411,566.3,306,466.4,108,105.9,0,0,24,100.2,142,138.1,95,161.5,286,443.8,19,30
"18925",5.93,2.45,0,2.11,0.86,0.58,0,71.15,102.3,5.45,259,18,398.85,"∑Ò",59,45,104,0,0,0,116,99,205,10,0,0,0,5,4,99,158.8,67,120,37,42.8,0,0,8,22.1,0,0,49,61.1,59,85.6,21,25
"18926",5.93,2.45,141.75,6.56,0.86,0.58,0,71.15,92.3,5.45,346.2,26,212.8333333,"∑Ò",445,83,528,0,0,0,1062,158,1185,35,0,0,0,9,6.1,519,943,406,749.1,122,200,0,0,160,276.7,74,161.4,170,291.1,445,836.3,37,36
"18927",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,8,1162.566667,"∑Ò",78,20,89,9,0,0,123,27,134,0,16,0,0,3,2,95,97.5,59,62.7,39,36.9,0,0,1,7.2,0,0,69,72.1,78,83.9,13,9
"18928",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,12,196.0333333,"∑Ò",64,6,70,0,0,0,244,13,52,205,0,0,0,0,0,70,220.7,54,194.2,16,26.5,0,0,9,23,1,2.2,30,123.9,64,212.1,11,0
"18929",5.93,2.45,1.78,14.73,0.86,0.58,0,71.15,92.3,5.45,259,124,7754.866667,"∑Ò",64,12,76,0,0,0,397,48,240,205,0,0,0,0,0,76,409.2,55,348.1,21,61.1,0,0,0,0,12,36.5,33,185.9,64,365.3,6,0
"18930",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,27,12288.3,"∑Ò",17,1,18,0,0,0,68,2,51,19,0,0,0,0,0,18,59.4,15,52.6,3,6.8,0,0,4,10.3,0,0,4,18,17,57.8,1,0
"18931",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,12,462.3166667,"∑Ò",95,28,106,3,14,0,242,59,176,67,3,55,0,13,7.5,110,226,92,195.6,31,37.9,0,0,6,5.2,9,61.3,75,120.8,95,192.1,10,12
"18932",5.93,2.45,0,2.11,0.86,0.58,0,71.15,92.3,5.45,259,14,96.33333333,"∑Ò",24,1,25,0,0,0,231,1,21,211,0,0,0,0,0,25,221.3,11,152.9,14,68.4,0,0,2,2.5,1,34.9,9,21.7,24,220.7,4,0
"18933",2.1,13.15,13.8,22.84,7.69,52.43,9.8,62.04,6.51,9.4,305.95,902,36675.45,"∑Ò",807,858,1083,139,430,13,1658,1861,1908,234,291,1066,20,0,0,1665,2648.4,1065,1762,600,886.4,0,0,107,148.7,112,127.2,480,793.2,807,1225.5,37,111
"18934",1.06,13.59,0,21.02,8.58,5.77,0,84.3,1.47,5,319,279,23104.81667,"∑Ò",359,323,682,0,0,0,896,666,1018,544,0,0,0,1,26.7,681,1177.9,516,881.7,167,323.3,0,0,169,423.4,38,50.9,124,164.1,359,712.5,30,66
"18935",0.81,10.93,0,2.77,1.13,0.76,0,23.82,20.9,4.77,87.1,68,8653.35,"∑Ò",27,0,27,0,0,0,77,0,41,36,0,0,0,0,0,27,61.6,23,45.5,4,16.1,0,0,3,15.5,6,13.8,12,25.3,27,61.6,7,0
"18936",7.6,5.48,11.33,27.1,5.79,3.89,0,59.16,3.64,12.18,239,180,38220.78333,"∑Ò",121,98,219,0,0,0,796,272,812,256,0,0,0,0,0,219,953.9,183,786.1,36,167.8,0,0,7,6.4,24,81.3,85,572.5,121,733.1,5,25
"18937",6.04,2.75,0.53,11.82,3.49,5.68,0,34.67,1.46,6.11,106.95,26,1555.9,"∑Ò",51,5,43,2,11,0,353,10,24,287,11,41,0,0,0,56,336.5,45,258.6,11,77.9,0,0,3,4.7,1,13,42,297.7,51,329.4,1,0
"18938",0.69,8.59,0,10.25,4.19,2.81,0,38.84,0.93,3.18,218.46,1447,17.2,"∑Ò",372,311,49,634,0,0,779,640,61,22,1336,0,0,0,0,683,1081.7,487,790.2,196,291.5,0,1,88,222.6,7,6,211,299.4,372,595.8,18,67
"18939",0.7,8.78,0,13.65,5.58,3.74,0,64.02,8.67,3.25,284.21,390,0,"∑Ò",627,617,1132,112,0,0,1051,1054,1754,181,170,0,0,143,84.7,1101,1350.7,986,1120.7,258,314.7,0,0,198,195.6,116,133.1,295,345,627,707.2,48,94
"18940",2.53,8.73,0,10.41,4.25,2.86,0,32.86,4.6,3.23,219,164,13474.61667,"∑Ò",91,127,212,6,0,0,165,262,363,58,6,0,0,0,0,218,316.3,196,269.8,22,46.5,0,0,22,28.6,36,50.1,30,40.7,91,120.5,6,16
"18941",6.23,0,0,3.41,1.4,0.93,0,83.16,2.62,11.03,134.01,331,11750.76667,"∑Ò",65,81,0,0,146,0,184,220,0,0,0,404,0,0,0,146,335.7,68,145.2,78,190.5,0,0,29,50.8,10,13.9,23,85.8,65,153.6,6,24
"18942",4.22,3.44,0,7.47,3.06,2.05,0,39.81,7.92,3.83,210.4,127,9715.433333,"∑Ò",167,41,207,0,0,1,403,87,418,71,0,0,1,0,0,208,381.5,167,326.4,41,55,0,0,19,69.6,1,0.4,139,220.5,167,318.9,7,17
"18943",0.81,3.44,0,7.47,3.06,2.05,0,28.64,1.1,3.83,189,179,9408.766667,"∑Ò",334,190,522,2,0,0,722,406,1107,17,4,0,0,0,0,524,846.2,320,640.6,204,205.7,0,0,24,23.7,25,92.4,261,323.6,334,545.3,21,54
"18944",4.94,3.55,0,9.12,3.75,2.52,0,38.35,7.32,7.9,174,294,9961.683333,"∑Ò",100,134,215,19,0,0,318,428,555,155,36,0,0,0,0,234,629,158,435.3,76,193.7,0,0,64,155.8,2,1.7,22,93.2,100,270.4,19,37
"18945",5.81,3.44,0,7.47,3.06,2.05,0,28.64,1.1,3.83,194,0,0," «",62,24,0,0,86,0,387,111,0,0,0,498,0,0,0,86,454,59,342.7,27,111.3,0,0,0,0,0,0,0,0,62,355.9,1,10
"18946",2.12,13.59,0,25.02,10.23,6.87,0,124.85,2.94,10,340.35,2142,39530.55,"∑Ò",236,125,0,132,229,0,515,254,0,0,289,480,0,0,0,361,580.6,243,343.1,118,237.5,0,0,30,81.9,29,28,172,275.6,236,392.7,8,47
"18947",6.07,16.04,0,25.77,10.54,7.08,0,124.65,3.02,10.3,351.25,722,42298.3,"∑Ò",670,459,1124,5,0,0,1341,886,2099,121,7,0,0,874,1125.9,255,517.1,808,1173.3,321,469.6,0,0,531,725.1,41,99.4,47,78.9,670,998.2,38,60
"18948",4.71,22.54,0,23.5,9.59,6.45,0,80.92,3.52,12.26,301.98,659,0,"∑Ò",221,94,311,3,1,0,499,192,667,11,12,1,0,0,0,315,526.3,194,397.7,121,128.6,0,0,44,77.7,19,85.1,121,199.5,221,384.7,22,49
"18949",1.2,2.52,0.33,8.27,2.67,1.78,0,27.24,5.28,5.6,147.85,707,42169.33333,"∑Ò",389,420,809,0,0,0,719,570,1083,206,0,0,0,191,108,618,721.5,576,631.8,233,197.7,0,0,103,74.4,19,27.1,142,310.5,389,511.6,26,120
"18950",1.06,2.32,0,4.31,1.76,1.18,0.98,19.84,4.82,4.96,136.07,82,11254.28333,"∑Ò",74,25,97,0,0,2,138,52,121,67,0,0,2,0,0,99,140.2,80,107.8,19,32.5,0,0,12,24,2,2.2,55,65.6,74,101.9,8,0
"18951",2.12,13.59,0,25.02,10.23,6.87,0,83.5,2.94,10,299,713,30567.13333,"∑Ò",331,429,728,28,0,4,570,707,1220,17,36,0,4,343,349.4,417,519.6,533,613.2,227,255.8,0,0,169,179.7,20,15.1,103,159.5,331,392.3,45,83
"18952",0.8,3.37,0,7.31,3,2,0,37.03,1.09,3.75,199,951,0," «",52,48,100,0,0,0,305,89,313,81,0,0,0,0,0,100,341.7,78,296.9,22,44.8,0,0,4,2.5,3,1.9,33,188.2,52,275.5,4,9
"18953",4.59,3.99,0,8.65,3.54,2.38,0,33.19,1.32,4.43,145,178,4931.433333,"∑Ò",50,44,10,1,83,0,396,110,11,58,1,436,0,0,0,94,455.9,71,432.8,23,23.1,0,0,15,110.2,6,10.6,29,250.6,50,371.4,1,26
"18954",2.08,13.36,0,24.59,10.06,6.76,0,102.08,2.9,9.82,314,484,27294.46667," «",86,68,88,17,49,0,127,128,133,20,43,59,0,0,0,154,169.5,122,132.8,32,36.7,0,0,27,25,10,3.9,36,38.3,86,78.7,5,14
"18955",5.18,4.22,0.45,9.44,3.34,2.24,0,59.72,12.34,9.36,158.43,604,40322.73333,"∑Ò",168,200,364,4,0,0,507,597,819,276,9,0,0,0,0,368,922.9,264,756.1,104,166.8,0,0,16,36.4,32,108,90,246.4,168,422.2,17,63
